cluster	gene
cluster:31355	57783
cluster:31355	10318
cluster:31358	20346
cluster:31358	29751
cluster:31358	10371
cluster:31360	362741
cluster:31360	18511
cluster:31360	5083
cluster:31361	25267
cluster:31361	5156
cluster:31361	18595
cluster:31363	18616
cluster:31363	5178
cluster:31368	84495
cluster:31368	22594
cluster:31368	7515
cluster:31369	8988
cluster:31369	78951
cluster:31369	56534
cluster:31370	9612
cluster:31370	360801
cluster:31370	20602
cluster:31375	12913
cluster:31375	10488
cluster:31375	298400
cluster:31376	64830
cluster:31376	10497
cluster:31376	22249
cluster:31378	303396
cluster:31378	10513
cluster:31378	66884
cluster:31379	307189
cluster:31379	10529
cluster:31381	10584
cluster:31381	239447
cluster:31381	299928
cluster:31382	192231
cluster:31382	10614
cluster:31382	498008
cluster:31384	10625
cluster:31384	289089
cluster:31384	117198
cluster:31386	3964
cluster:31386	116641
cluster:31386	56048
cluster:31387	19267
cluster:31387	5791
cluster:31387	114767
cluster:31389	20492
cluster:31389	681062
cluster:31389	7884
cluster:31392	10775
cluster:31392	292831
cluster:31392	66161
cluster:31399	114635
cluster:31399	10906
cluster:31399	231712
cluster:31400	294292
cluster:31400	11165
cluster:31400	56409
cluster:31401	5325
cluster:31401	25157
cluster:31401	22634
cluster:31402	246179
cluster:31402	2218
cluster:31402	362520
cluster:31403	100360880
cluster:31403	14282
cluster:31403	2354
cluster:31404	114488
cluster:31404	19652
cluster:31404	100043257
cluster:31404	5935
cluster:31405	7140
cluster:31405	21957
cluster:31406	29619
cluster:31406	12227
cluster:31406	7832
cluster:31409	362891
cluster:31409	216440
cluster:31409	10956
cluster:31410	246240
cluster:31410	56532
cluster:31410	11035
cluster:31411	6426
cluster:31411	689890
cluster:31411	110809
cluster:31412	114507
cluster:31412	6526
cluster:31412	53881
cluster:31415	360803
cluster:31415	11066
cluster:31415	76167
cluster:31419	11100
cluster:31419	361522
cluster:31419	232989
cluster:31420	11101
cluster:31420	293526
cluster:31420	11907
cluster:31421	680133
cluster:31421	54610
cluster:31421	11138
cluster:31425	207120
cluster:31425	229228
cluster:31425	11162
cluster:31426	7391
cluster:31426	22278
cluster:31426	83586
cluster:31428	290533
cluster:31428	7871
cluster:31428	83997
cluster:31430	24117
cluster:31430	114557
cluster:31430	11197
cluster:31431	11222
cluster:31431	94062
cluster:31431	300974
cluster:31432	296709
cluster:31432	66489
cluster:31432	11224
cluster:31434	11328
cluster:31434	297123
cluster:31434	27055
cluster:31475	497778
cluster:31475	110074
cluster:31475	1854
cluster:31512	304181
cluster:31512	22115
cluster:31512	23617
cluster:31513	56495
cluster:31513	439
cluster:31513	288919
cluster:31525	67444
cluster:31525	64538
cluster:31525	80895
cluster:31589	219681
cluster:31589	100361506
cluster:31589	70882
cluster:31656	116456
cluster:31656	22791
cluster:31656	27000
cluster:31662	26751
cluster:31662	362724
cluster:31662	24057
cluster:31675	70456
cluster:31675	25874
cluster:31675	100359982
cluster:31683	297483
cluster:31683	55164
cluster:31683	72171
cluster:31761	84720
cluster:31761	56703
cluster:31761	313341
cluster:31777	81649
cluster:31777	26416
cluster:31777	1432
cluster:31779	25705
cluster:31779	6935
cluster:31779	21417
cluster:31881	58513
cluster:31881	13859
cluster:31881	361120
cluster:31893	6561
cluster:31893	55961
cluster:31893	58980
cluster:31909	114628
cluster:31909	64240
cluster:31909	27409
cluster:31924	28987
cluster:31924	67619
cluster:31924	291996
cluster:31928	54705
cluster:31928	381511
cluster:31928	54704
cluster:31942	192172
cluster:31942	4357
cluster:31942	246221
cluster:31955	313786
cluster:31955	112812
cluster:31955	68165
cluster:31961	502689
cluster:31961	383766
cluster:31961	140711
cluster:31978	9044
cluster:31978	107182
cluster:31978	368042
cluster:31983	79032
cluster:31983	380836
cluster:31983	57380
cluster:31984	51218
cluster:31984	73046
cluster:31984	362776
cluster:31996	27377
cluster:31996	114217
cluster:31996	10730
cluster:31996	100910779
cluster:32011	3835
cluster:32011	293502
cluster:32011	110033
cluster:32015	22926
cluster:32015	226641
cluster:32015	304962
cluster:32016	295631
cluster:32016	22925
cluster:32016	18779
cluster:32020	362634
cluster:32020	12262
cluster:32020	714
cluster:32022	1260
cluster:32022	12789
cluster:32022	25411
cluster:32028	442425
cluster:32030	2624
cluster:32030	25159
cluster:32030	14461
cluster:32031	14464
cluster:32031	140628
cluster:32031	499951
cluster:32032	26580
cluster:32032	14705
cluster:32032	361722
cluster:32036	16979
cluster:32036	57633
cluster:32036	500280
cluster:32038	17060
cluster:32038	29760
cluster:32038	499356
cluster:32039	55897
cluster:32039	308766
cluster:32039	17292
cluster:32040	17433
cluster:32040	25037
cluster:32040	4336
cluster:32045	4603
cluster:32045	297783
cluster:32045	17864
cluster:32046	4641
cluster:32046	17913
cluster:32046	65261
cluster:32049	4851
cluster:32049	25496
cluster:32049	18128
cluster:32050	56654
cluster:32050	296562
cluster:32050	18146
cluster:32051	18183
cluster:32051	10718
cluster:32051	498596
cluster:32052	645832
cluster:32052	58922
cluster:32052	18292
cluster:32054	58488
cluster:32054	18559
cluster:32054	29510
cluster:32055	25266
cluster:32055	18590
cluster:32055	5154
cluster:32059	18783
cluster:32059	24653
cluster:32059	5321
cluster:32062	29533
cluster:32062	19301
cluster:32062	5827
cluster:32064	5970
cluster:32064	19697
cluster:32064	309165
cluster:32067	81570
cluster:32067	65041
cluster:32067	20480
cluster:32072	21778
cluster:32072	300822
cluster:32072	374618
cluster:32075	84107
cluster:32075	22774
cluster:32076	22775
cluster:32076	284307
cluster:32078	3965
cluster:32079	305338
cluster:32079	323
cluster:32079	11787
cluster:32084	1600
cluster:32084	266729
cluster:32084	13131
cluster:32085	303008
cluster:32085	13650
cluster:32085	64285
cluster:32089	14431
cluster:32089	25257
cluster:32089	2593
cluster:32092	9464
cluster:32092	64637
cluster:32092	15111
cluster:32093	84390
cluster:32093	348980
cluster:32093	15165
cluster:32094	15203
cluster:32094	117240
cluster:32094	9843
cluster:32095	15412
cluster:32095	3214
cluster:32095	497988
cluster:32109	303369
cluster:32109	3980
cluster:32109	16882
cluster:32110	17256
cluster:32110	4201
cluster:32110	685131
cluster:32111	17279
cluster:32111	9833
cluster:32111	362510
cluster:32114	29508
cluster:32114	18044
cluster:32114	4800
cluster:32115	200576
cluster:32115	316457
cluster:32115	18711
cluster:32116	19158
cluster:32116	116692
cluster:32116	9266
cluster:32117	19356
cluster:32117	310034
cluster:32117	5884
cluster:32118	5883
cluster:32118	100361529
cluster:32118	19367
cluster:32119	19649
cluster:32119	315564
cluster:32119	64221
cluster:32121	20318
cluster:32121	155173
cluster:32121	51150
cluster:32122	25970
cluster:32122	20399
cluster:32122	89817
cluster:32123	20419
cluster:32123	364648
cluster:32123	79801
cluster:32124	20466
cluster:32124	25942
cluster:32124	363067
cluster:32130	8876
cluster:32130	22361
cluster:32130	29142
cluster:32132	162239
cluster:32132	22640
cluster:32132	498952
cluster:32138	27071
cluster:32138	362046
cluster:32138	26377
cluster:32140	27015
cluster:32140	171525
cluster:32140	51426
cluster:32141	6132
cluster:32141	26961
cluster:32142	22809
cluster:32142	282840
cluster:32142	107503
cluster:32143	72993
cluster:32143	26060
cluster:32143	290537
cluster:32145	30923
cluster:32145	171302
cluster:32146	22955
cluster:32146	29871
cluster:32146	362581
cluster:32148	26296
cluster:32148	22797
cluster:32148	21426
cluster:32150	16512
cluster:32150	27150
cluster:32150	23416
cluster:32151	315330
cluster:32151	9700
cluster:32151	105988
cluster:32153	23641
cluster:32153	367956
cluster:32153	434784
cluster:32155	4189
cluster:32155	24908
cluster:32155	27362
cluster:32157	84505
cluster:32157	689883
cluster:32157	9869
cluster:32160	192645
cluster:32160	22378
cluster:32160	23558
cluster:32167	745
cluster:32167	293736
cluster:32167	225908
cluster:32171	29887
cluster:32171	297096
cluster:32171	71982
cluster:32172	29924
cluster:32172	13854
cluster:32172	117277
cluster:32173	29928
cluster:32173	56322
cluster:32173	79463
cluster:32175	54484
cluster:32175	23608
cluster:32177	238057
cluster:32177	151449
cluster:32177	252833
cluster:32180	20167
cluster:32180	6253
cluster:32180	308410
cluster:32187	27274
cluster:32187	117608
cluster:32187	102556119
cluster:32193	4338
cluster:32193	294753
cluster:32193	17434
cluster:32194	29863
cluster:32194	27115
cluster:32194	140929
cluster:32195	100364162
cluster:32195	26994
cluster:32195	29864
cluster:32196	29877
cluster:32196	252941
cluster:32196	50810
cluster:32197	6468
cluster:32197	309444
cluster:32197	30838
cluster:32198	54850
cluster:32198	30843
cluster:32198	313782
cluster:32199	303731
cluster:32199	30951
cluster:32199	57332
cluster:32200	100505386
cluster:32200	100505385
cluster:32200	295105
cluster:32202	28960
cluster:32202	266605
cluster:32202	69305
cluster:32203	499474
cluster:32203	28962
cluster:32203	14628
cluster:32204	28964
cluster:32204	216963
cluster:32204	83709
cluster:32205	294230
cluster:32205	66973
cluster:32205	28973
cluster:32208	314799
cluster:32208	52713
cluster:32208	29080
cluster:32209	29083
cluster:32209	360714
cluster:32209	66067
cluster:32210	29088
cluster:32210	27395
cluster:32211	29090
cluster:32211	67105
cluster:32211	307210
cluster:32212	51430
cluster:32212	360863
cluster:32212	226551
cluster:32215	230073
cluster:32215	23586
cluster:32219	29841
cluster:32219	195733
cluster:32219	313993
cluster:32221	74322
cluster:32221	291440
cluster:32221	30827
cluster:32227	208628
cluster:32227	9735
cluster:32227	304477
cluster:32229	51897
cluster:32229	9776
cluster:32229	362164
cluster:32232	307480
cluster:32232	66839
cluster:32232	9812
cluster:32233	224938
cluster:32233	9867
cluster:32233	192256
cluster:32235	9887
cluster:32235	226517
cluster:32235	360855
cluster:32236	117556
cluster:32236	64176
cluster:32236	9899
cluster:32237	9900
cluster:32237	117559
cluster:32237	64051
cluster:32238	68999
cluster:32238	361389
cluster:32238	10393
cluster:32240	500569
cluster:32240	99982
cluster:32240	23028
cluster:32243	295053
cluster:32243	23111
cluster:32244	380916
cluster:32244	23143
cluster:32244	502020
cluster:32246	23186
cluster:32246	217864
cluster:32246	102554884
cluster:32249	23314
cluster:32249	212712
cluster:32249	501145
cluster:32251	362765
cluster:32251	23357
cluster:32251	68737
cluster:32254	23370
cluster:32254	304193
cluster:32254	102098
cluster:32256	23512
cluster:32256	52615
cluster:32256	688041
cluster:32257	23515
cluster:32257	304074
cluster:32257	338467
cluster:32258	25847
cluster:32258	69010
cluster:32258	685029
cluster:32260	25855
cluster:32260	107392
cluster:32263	25913
cluster:32263	500054
cluster:32263	101185
cluster:32264	688885
cluster:32264	68979
cluster:32264	25926
cluster:32265	312638
cluster:32265	171508
cluster:32265	78987
cluster:32269	311338
cluster:32269	26015
cluster:32269	68925
cluster:32271	26034
cluster:32271	320495
cluster:32271	361474
cluster:32272	288308
cluster:32272	78913
cluster:32272	26046
cluster:32274	499105
cluster:32274	362132
cluster:32274	26122
cluster:32274	227867
cluster:32276	26145
cluster:32276	308404
cluster:32276	272359
cluster:32278	27238
cluster:32278	209416
cluster:32278	679890
cluster:32282	74737
cluster:32282	361605
cluster:32282	51585
cluster:32284	84725
cluster:32284	500132
cluster:32284	231999
cluster:32285	71449
cluster:32285	51603
cluster:32285	289159
cluster:32286	363023
cluster:32286	66163
cluster:32286	51073
cluster:32288	51621
cluster:32288	50794
cluster:32288	499171
cluster:32289	51103
cluster:32289	296086
cluster:32289	69702
cluster:32293	360895
cluster:32293	51018
cluster:32293	67223
cluster:32294	51642
cluster:32294	52443
cluster:32294	293149
cluster:32297	66253
cluster:32297	51390
cluster:32297	292486
cluster:32299	2658
cluster:32299	290921
cluster:32299	12165
cluster:32300	308624
cluster:32300	51696
cluster:32300	380629
cluster:32301	291031
cluster:32301	51439
cluster:32301	97863
cluster:32302	313053
cluster:32302	213541
cluster:32302	51441
cluster:32304	69227
cluster:32304	51714
cluster:32304	365802
cluster:32306	363153
cluster:32306	74100
cluster:32306	10777
cluster:32307	26901
cluster:32307	51188
cluster:32307	687029
cluster:32308	51727
cluster:32308	66588
cluster:32308	298410
cluster:32309	316344
cluster:32309	56210
cluster:32309	51455
cluster:32310	293048
cluster:32310	51458
cluster:32310	56315
cluster:32311	311368
cluster:32311	51496
cluster:32311	329506
cluster:32313	305073
cluster:32313	76843
cluster:32313	51514
cluster:32315	51530
cluster:32315	296957
cluster:32315	232679
cluster:32316	74753
cluster:32316	51531
cluster:32316	298072
cluster:32317	66493
cluster:32317	51258
cluster:32317	297601
cluster:32318	67900
cluster:32318	289745
cluster:32318	51537
cluster:32319	51538
cluster:32319	619605
cluster:32319	500555
cluster:32320	67136
cluster:32320	55709
cluster:32328	360914
cluster:32328	231507
cluster:32328	51316
cluster:32330	83485
cluster:32330	499191
cluster:32330	51335
cluster:32331	311743
cluster:32331	65964
cluster:32331	51776
cluster:32333	83463
cluster:32333	252915
cluster:32333	17121
cluster:32336	4772
cluster:32336	18018
cluster:32336	100361818
cluster:32338	53404
cluster:32338	220202
cluster:32338	365564
cluster:32339	58859
cluster:32339	30008
cluster:32339	293677
cluster:32340	216363
cluster:32340	117177
cluster:32340	29885
cluster:32344	282546
cluster:32344	57492
cluster:32344	239985
cluster:32345	75871
cluster:32345	55565
cluster:32346	304941
cluster:32346	57645
cluster:32346	71592
cluster:32349	70650
cluster:32349	55596
cluster:32350	60364
cluster:32350	288257
cluster:32350	29980
cluster:32351	225888
cluster:32351	51111
cluster:32351	361688
cluster:32352	54800
cluster:32352	303803
cluster:32352	75785
cluster:32354	83836
cluster:32354	54820
cluster:32354	67203
cluster:32355	66875
cluster:32355	54823
cluster:32355	289088
cluster:32357	306805
cluster:32357	66695
cluster:32357	54829
cluster:32361	269536
cluster:32361	54881
cluster:32361	298065
cluster:32362	299002
cluster:32362	55632
cluster:32362	217558
cluster:32365	208198
cluster:32365	500793
cluster:32365	55643
cluster:32367	54934
cluster:32367	300206
cluster:32367	69612
cluster:32368	54935
cluster:32368	68440
cluster:32368	360881
cluster:32369	361296
cluster:32369	54941
cluster:32370	361726
cluster:32370	54949
cluster:32370	66072
cluster:32372	54961
cluster:32372	365396
cluster:32372	245857
cluster:32373	54962
cluster:32373	66131
cluster:32374	290706
cluster:32374	72612
cluster:32374	54969
cluster:32375	54970
cluster:32375	235330
cluster:32375	300696
cluster:32376	306607
cluster:32376	55002
cluster:32376	234076
cluster:32377	314171
cluster:32377	328110
cluster:32377	55015
cluster:32378	292160
cluster:32378	229937
cluster:32378	54680
cluster:32379	314999
cluster:32379	68260
cluster:32379	55039
cluster:32380	55676
cluster:32380	210148
cluster:32380	298786
cluster:32381	691493
cluster:32381	55055
cluster:32381	68014
cluster:32383	303968
cluster:32383	55081
cluster:32383	73916
cluster:32385	497914
cluster:32385	192191
cluster:32385	55090
cluster:32386	100383
cluster:32386	297890
cluster:32386	55108
cluster:32387	81831
cluster:32387	307757
cluster:32387	74513
cluster:32388	363146
cluster:32388	67789
cluster:32388	55152
cluster:32391	68565
cluster:32391	55168
cluster:32391	301249
cluster:32392	303830
cluster:32392	55171
cluster:32392	70573
cluster:32393	287596
cluster:32393	74133
cluster:32393	55181
cluster:32395	55200
cluster:32395	100362241
cluster:32395	213522
cluster:32396	333789
cluster:32396	305342
cluster:32396	55728
cluster:32399	66867
cluster:32399	10363
cluster:32399	315689
cluster:32400	55230
cluster:32400	316599
cluster:32400	227334
cluster:32402	234865
cluster:32402	292085
cluster:32402	55746
cluster:32403	234463
cluster:32403	291946
cluster:32403	55751
cluster:32405	67073
cluster:32405	305419
cluster:32405	55300
cluster:32408	55323
cluster:32408	315731
cluster:32408	67557
cluster:32409	55793
cluster:32409	310665
cluster:32409	75007
cluster:32414	303611
cluster:32414	55852
cluster:32414	21763
cluster:32415	52033
cluster:32415	55872
cluster:32415	290326
cluster:32417	55884
cluster:32417	59043
cluster:32417	288692
cluster:32422	57773
cluster:32422	690032
cluster:32422	10785
cluster:32423	101869
cluster:32423	55898
cluster:32423	308759
cluster:32425	290843
cluster:32425	102247
cluster:32425	137964
cluster:32426	57556
cluster:32426	20358
cluster:32426	361324
cluster:32427	14701
cluster:32427	55970
cluster:32427	114120
cluster:32428	56030
cluster:32428	23505
cluster:32428	316335
cluster:32429	56129
cluster:32429	93886
cluster:32429	291646
cluster:32430	54453
cluster:32430	74030
cluster:32430	311494
cluster:32433	687694
cluster:32433	26610
cluster:32433	365839
cluster:32433	77766
cluster:32434	307171
cluster:32434	54518
cluster:32434	54519
cluster:32436	28028
cluster:32436	362517
cluster:32436	54534
cluster:32438	366196
cluster:32438	66586
cluster:32438	54675
cluster:32439	501926
cluster:32439	55954
cluster:32439	67178
cluster:32440	54293
cluster:32440	5998
cluster:32440	50780
cluster:32441	58923
cluster:32441	54483
cluster:32441	4210
cluster:32442	192254
cluster:32442	56149
cluster:32442	160622
cluster:32443	56187
cluster:32443	58983
cluster:32443	5875
cluster:32444	288238
cluster:32444	56176
cluster:32444	51227
cluster:32447	231803
cluster:32447	56257
cluster:32448	24105
cluster:32448	10616
cluster:32448	60383
cluster:32452	56697
cluster:32452	11216
cluster:32452	360540
cluster:32456	56848
cluster:32456	308589
cluster:32456	56632
cluster:32457	8706
cluster:32457	26879
cluster:32457	310508
cluster:32460	25915
cluster:32460	56769
cluster:32460	66706
cluster:32463	56910
cluster:32463	99138
cluster:32463	296128
cluster:32465	361607
cluster:32465	56946
cluster:32465	233545
cluster:32466	56950
cluster:32466	289372
cluster:32466	226830
cluster:32467	56995
cluster:32467	68842
cluster:32467	499016
cluster:32469	15245
cluster:32469	64399
cluster:32469	291936
cluster:32473	297610
cluster:32473	57103
cluster:32473	319801
cluster:32474	57117
cluster:32474	71793
cluster:32474	295448
cluster:32475	74600
cluster:32475	294963
cluster:32475	57129
cluster:32476	57246
cluster:32476	57057
cluster:32477	362980
cluster:32477	328580
cluster:32477	85378
cluster:32481	57414
cluster:32481	215160
cluster:32481	360793
cluster:32484	229542
cluster:32484	57459
cluster:32484	310614
cluster:32485	303678
cluster:32485	57513
cluster:32485	140721
cluster:32487	223701
cluster:32487	57591
cluster:32487	315151
cluster:32488	244891
cluster:32488	49855
cluster:32490	117087
cluster:32490	57620
cluster:32490	116873
cluster:32491	680591
cluster:32491	57631
cluster:32491	210297
cluster:32492	57669
cluster:32492	226352
cluster:32493	279561
cluster:32493	65267
cluster:32493	317420
cluster:32494	307901
cluster:32494	74347
cluster:32494	57707
cluster:32495	56927
cluster:32495	78308
cluster:32495	316136
cluster:32496	228869
cluster:32496	296372
cluster:32496	57727
cluster:32503	309459
cluster:32503	18011
cluster:32503	9148
cluster:32504	58238
cluster:32504	499205
cluster:32504	220382
cluster:32506	58245
cluster:32506	306165
cluster:32506	160897
cluster:32507	171078
cluster:32507	58805
cluster:32507	51085
cluster:32509	23279
cluster:32509	311182
cluster:32509	59015
cluster:32510	59090
cluster:32510	314623
cluster:32510	90007
cluster:32512	158798
cluster:32512	434756
cluster:32512	60332
cluster:32513	11782
cluster:32513	11154
cluster:32513	366618
cluster:32514	60436
cluster:32514	499929
cluster:32514	228839
cluster:32516	63993
cluster:32516	60482
cluster:32516	85426
cluster:32517	60485
cluster:32517	299116
cluster:32517	64010
cluster:32519	681185
cluster:32519	64946
cluster:32519	26886
cluster:32520	6992
cluster:32520	76497
cluster:32520	294207
cluster:32521	116362
cluster:32521	362662
cluster:32521	63954
cluster:32523	209239
cluster:32523	8139
cluster:32523	307893
cluster:32526	27397
cluster:32526	63875
cluster:32527	63876
cluster:32527	208076
cluster:32527	680549
cluster:32531	112407
cluster:32531	54702
cluster:32531	112399
cluster:32532	287146
cluster:32532	214901
cluster:32532	63922
cluster:32533	64078
cluster:32533	114304
cluster:32533	140944
cluster:32534	64131
cluster:32534	64133
cluster:32534	233781
cluster:32535	64135
cluster:32535	499801
cluster:32535	71586
cluster:32536	7458
cluster:32536	288599
cluster:32536	22384
cluster:32538	219699
cluster:32538	60630
cluster:32538	107449
cluster:32539	10861
cluster:32539	231583
cluster:32539	64076
cluster:32540	64208
cluster:32540	641520
cluster:32540	78977
cluster:32543	64324
cluster:32543	18193
cluster:32543	306764
cluster:32544	64374
cluster:32544	81500
cluster:32544	291673
cluster:32545	22401
cluster:32545	64393
cluster:32545	64394
cluster:32546	293023
cluster:32546	207952
cluster:32546	64410
cluster:32547	64421
cluster:32547	227525
cluster:32547	259171
cluster:32548	79723
cluster:32548	64707
cluster:32548	364785
cluster:32549	239839
cluster:32549	288054
cluster:32549	64770
cluster:32550	152006
cluster:32550	73469
cluster:32550	171501
cluster:32551	314979
cluster:32551	97998
cluster:32551	64798
cluster:32553	140917
cluster:32553	64858
cluster:32553	310745
cluster:32554	499185
cluster:32554	67994
cluster:32554	64963
cluster:32562	65993
cluster:32562	287126
cluster:32562	79044
cluster:32564	76251
cluster:32564	375748
cluster:32564	361197
cluster:32565	64965
cluster:32565	69527
cluster:32565	301371
cluster:32566	83444
cluster:32566	70020
cluster:32566	500225
cluster:32567	81565
cluster:32567	83431
cluster:32567	170845
cluster:32570	65983
cluster:32570	307288
cluster:32570	107022
cluster:32572	78541
cluster:32572	315287
cluster:32572	140461
cluster:32573	314617
cluster:32573	57418
cluster:32573	216156
cluster:32574	362237
cluster:32574	128637
cluster:32574	67231
cluster:32575	224647
cluster:32575	64771
cluster:32576	362865
cluster:32576	79158
cluster:32576	432486
cluster:32577	362955
cluster:32577	97961
cluster:32577	79159
cluster:32579	68035
cluster:32579	79171
cluster:32579	361545
cluster:32580	27984
cluster:32580	79180
cluster:32580	298609
cluster:32581	242418
cluster:32581	313242
cluster:32581	79269
cluster:32582	66310
cluster:32582	84661
cluster:32582	286897
cluster:32584	690898
cluster:32584	80851
cluster:32584	79566
cluster:32586	306594
cluster:32586	244329
cluster:32586	79648
cluster:32588	288657
cluster:32588	79676
cluster:32588	66627
cluster:32589	313744
cluster:32589	74035
cluster:32589	79707
cluster:32590	227835
cluster:32590	79712
cluster:32590	362129
cluster:32592	79727
cluster:32592	83557
cluster:32592	500562
cluster:32594	69672
cluster:32594	79770
cluster:32594	307180
cluster:32596	303577
cluster:32596	79777
cluster:32596	67131
cluster:32598	79786
cluster:32598	498957
cluster:32598	234796
cluster:32599	79794
cluster:32599	498188
cluster:32599	76792
cluster:32601	79798
cluster:32601	233912
cluster:32601	361653
cluster:32604	213484
cluster:32604	361068
cluster:32604	79873
cluster:32605	79882
cluster:32605	192359
cluster:32605	75553
cluster:32607	500501
cluster:32607	79886
cluster:32607	67770
cluster:32608	96764
cluster:32608	116940
cluster:32608	312947
cluster:32609	79896
cluster:32609	498805
cluster:32609	208967
cluster:32610	363545
cluster:32610	74763
cluster:32610	79903
cluster:32611	237877
cluster:32611	303348
cluster:32611	79915
cluster:32615	298541
cluster:32615	79947
cluster:32615	67422
cluster:32616	79977
cluster:32616	299979
cluster:32616	252973
cluster:32617	307810
cluster:32617	77411
cluster:32617	80004
cluster:32618	80014
cluster:32618	498630
cluster:32618	52357
cluster:32622	362007
cluster:32622	66641
cluster:32622	80143
cluster:32623	80148
cluster:32623	361352
cluster:32623	66943
cluster:32625	230088
cluster:32625	80256
cluster:32625	298201
cluster:32627	100362678
cluster:32627	13831
cluster:32627	80314
cluster:32630	400569
cluster:32630	287456
cluster:32630	66172
cluster:32632	102551435
cluster:32633	66308
cluster:32633	136647
cluster:32633	684996
cluster:32634	499579
cluster:32634	66326
cluster:32634	85479
cluster:32635	300091
cluster:32635	66346
cluster:32636	298517
cluster:32636	64960
cluster:32636	66407
cluster:32637	66691
cluster:32637	26130
cluster:32637	311880
cluster:32638	100363095
cluster:32638	66715
cluster:32638	113802
cluster:32639	257236
cluster:32639	66717
cluster:32639	289716
cluster:32642	687808
cluster:32642	66859
cluster:32642	220963
cluster:32644	66949
cluster:32644	365813
cluster:32644	286827
cluster:32646	296408
cluster:32646	67017
cluster:32646	116151
cluster:32647	84311
cluster:32647	287656
cluster:32647	67036
cluster:32648	688606
cluster:32648	67044
cluster:32648	192286
cluster:32648	290999
cluster:32649	441478
cluster:32649	67122
cluster:32649	499745
cluster:32650	292071
cluster:32650	67177
cluster:32650	81620
cluster:32651	90459
cluster:32651	67276
cluster:32651	361159
cluster:32652	494521
cluster:32652	83892
cluster:32652	330171
cluster:32653	309172
cluster:32653	67457
cluster:32653	83786
cluster:32655	152137
cluster:32658	362699
cluster:32658	67864
cluster:32658	84272
cluster:32659	291966
cluster:32659	67971
cluster:32659	51673
cluster:32661	685888
cluster:32661	68002
cluster:32661	135154
cluster:32665	367235
cluster:32665	68187
cluster:32665	57579
cluster:32666	84153
cluster:32666	100361939
cluster:32666	68209
cluster:32667	366244
cluster:32667	149699
cluster:32667	68236
cluster:32668	298184
cluster:32668	68268
cluster:32668	340481
cluster:32669	52670
cluster:32669	642843
cluster:32669	287799
cluster:32671	130617
cluster:32671	68818
cluster:32671	363253
cluster:32672	65018
cluster:32672	68943
cluster:32672	298575
cluster:32675	301352
cluster:32675	51263
cluster:32675	107734
cluster:32677	69706
cluster:32677	122769
cluster:32677	685860
cluster:32678	69737
cluster:32678	150465
cluster:32678	171572
cluster:32679	296374
cluster:32679	23613
cluster:32679	228880
cluster:32680	92342
cluster:32680	304928
cluster:32680	69962
cluster:32684	69641
cluster:32684	314453
cluster:32684	91833
cluster:32687	363267
cluster:32687	164781
cluster:32688	202051
cluster:32688	71242
cluster:32689	151112
cluster:32689	296455
cluster:32689	71861
cluster:32691	314904
cluster:32691	115557
cluster:32691	52666
cluster:32693	134353
cluster:32693	72290
cluster:32693	501688
cluster:32695	72416
cluster:32695	313867
cluster:32695	10128
cluster:32697	363126
cluster:32697	74025
cluster:32697	27031
cluster:32699	57488
cluster:32699	299488
cluster:32699	52635
cluster:32700	84447
cluster:32700	74126
cluster:32700	361712
cluster:32701	52132
cluster:32701	90324
cluster:32701	292724
cluster:32702	74229
cluster:32702	316275
cluster:32702	85315
cluster:32705	166929
cluster:32705	74442
cluster:32705	310849
cluster:32706	74478
cluster:32706	92017
cluster:32706	689142
cluster:32708	434223
cluster:32708	293347
cluster:32708	100042856
cluster:32708	74558
cluster:32708	499229
cluster:32709	75338
cluster:32709	220047
cluster:32709	680270
cluster:32711	64983
cluster:32711	291206
cluster:32711	75398
cluster:32718	167691
cluster:32718	300866
cluster:32718	75782
cluster:32720	76485
cluster:32720	306253
cluster:32720	55830
cluster:32722	296271
cluster:32722	140809
cluster:32722	76650
cluster:32726	296134
cluster:32726	64969
cluster:32726	77721
cluster:32727	77782
cluster:32727	288079
cluster:32727	10721
cluster:32729	124044
cluster:32729	78779
cluster:32729	498963
cluster:32731	80325
cluster:32731	80283
cluster:32731	297432
cluster:32740	81033
cluster:32740	192775
cluster:32740	116745
cluster:32741	499211
cluster:32741	233552
cluster:32741	81544
cluster:32743	315308
cluster:32743	81566
cluster:32743	207785
cluster:32744	81607
cluster:32744	498281
cluster:32744	71740
cluster:32746	76130
cluster:32746	296865
cluster:32746	81887
cluster:32752	68846
cluster:32752	499748
cluster:32752	727800
cluster:32754	83478
cluster:32754	305156
cluster:32754	231532
cluster:32756	83506
cluster:32756	207565
cluster:32756	10645
cluster:32757	213980
cluster:32757	10517
cluster:32757	303215
cluster:32760	84514
cluster:32760	303542
cluster:32760	80860
cluster:32762	103724
cluster:32762	83874
cluster:32762	360968
cluster:32764	83932
cluster:32764	292101
cluster:32764	244666
cluster:32766	237911
cluster:32766	360588
cluster:32766	83990
cluster:32770	226409
cluster:32770	84083
cluster:32770	304761
cluster:32771	73674
cluster:32771	84128
cluster:32771	314545
cluster:32772	311607
cluster:32772	84181
cluster:32772	71389
cluster:32774	216292
cluster:32774	314798
cluster:32774	84190
cluster:32776	69707
cluster:32776	84223
cluster:32776	363796
cluster:32778	307950
cluster:32778	234878
cluster:32778	84451
cluster:32779	208266
cluster:32779	84444
cluster:32779	362831
cluster:32780	499864
cluster:32780	84529
cluster:32780	399568
